UUID        = 8b82175c-564a-4453-b418-f83f8606d51d
ScanDate    = 20170825_132254
LogVersion  = EJA_1
LogDataType = ACQUISITION_INFO
NumSlices   = 84
NumVolumes  = 195

VOLUME   SLICE   ACQ_START_TICS  ACQ_FINISH_TICS
    79       8         19346772         19346790
    79      36         19346772         19346790
    79      64         19346772         19346790
    79      21         19346800         19346818
    79      49         19346800         19346818
    79      77         19346800         19346818
    79       6         19346828         19346846
    79      34         19346828         19346846
    79      62         19346828         19346846
    79      19         19346856         19346874
    79      47         19346856         19346874
    79      75         19346856         19346874
    79       4         19346885         19346903
    79      32         19346885         19346903
    79      60         19346885         19346903
    79      17         19346913         19346931
    79      45         19346913         19346931
    79      73         19346913         19346931
    79       2         19346941         19346959
    79      30         19346941         19346959
    79      58         19346941         19346959
    79      15         19346970         19346988
    79      43         19346970         19346988
    79      71         19346970         19346988
    80       0         19347006         19347024
    80      28         19347006         19347024
    80      56         19347006         19347024
    80      13         19347034         19347052
    80      41         19347034         19347052
    80      69         19347034         19347052
    80      26         19347063         19347080
    80      54         19347063         19347080
    80      82         19347063         19347080
    80      11         19347091         19347109
    80      39         19347091         19347109
    80      67         19347091         19347109
    80      24         19347119         19347137
    80      52         19347119         19347137
    80      80         19347119         19347137
    80       9         19347147         19347165
    80      37         19347147         19347165
    80      65         19347147         19347165
    80      22         19347176         19347194
    80      50         19347176         19347194
    80      78         19347176         19347194
    80       7         19347204         19347222
    80      35         19347204         19347222
    80      63         19347204         19347222
    80      20         19347232         19347250
    80      48         19347232         19347250
    80      76         19347232         19347250
    80       5         19347261         19347278
    80      33         19347261         19347278
    80      61         19347261         19347278
    80      18         19347289         19347307
    80      46         19347289         19347307
    80      74         19347289         19347307
    80       3         19347317         19347335
    80      31         19347317         19347335
    80      59         19347317         19347335
    80      16         19347345         19347363
    80      44         19347345         19347363
    80      72         19347345         19347363
    80       1         19347374         19347392
    80      29         19347374         19347392
    80      57         19347374         19347392
    80      14         19347402         19347420
    80      42         19347402         19347420
    80      70         19347402         19347420
    80      27         19347430         19347448
    80      55         19347430         19347448
    80      83         19347430         19347448
    80      12         19347458         19347476
    80      40         19347458         19347476
    80      68         19347458         19347476
    80      25         19347487         19347505
    80      53         19347487         19347505
    80      81         19347487         19347505
    80      10         19347515         19347533
    80      38         19347515         19347533
    80      66         19347515         19347533
    80      23         19347543         19347561
    80      51         19347543         19347561
    80      79         19347543         19347561
    80       8         19347572         19347590
    80      36         19347572         19347590
    80      64         19347572         19347590
    80      21         19347600         19347618
    80      49         19347600         19347618
    80      77         19347600         19347618
    80       6         19347628         19347646
    80      34         19347628         19347646
    80      62         19347628         19347646
    80      19         19347656         19347674
    80      47         19347656         19347674
    80      75         19347656         19347674
    80       4         19347685         19347703
    80      32         19347685         19347703
    80      60         19347685         19347703
    80      17         19347713         19347731
    80      45         19347713         19347731
    80      73         19347713         19347731
    80       2         19347741         19347759
    80      30         19347741         19347759
    80      58         19347741         19347759
    80      15         19347770         19347788
    80      43         19347770         19347788
    80      71         19347770         19347788
    81       0         19347806         19347824
    81      28         19347806         19347824
    81      56         19347806         19347824
    81      13         19347834         19347852
    81      41         19347834         19347852
    81      69         19347834         19347852
    81      26         19347863         19347880
    81      54         19347863         19347880
    81      82         19347863         19347880
    81      11         19347891         19347909
    81      39         19347891         19347909
    81      67         19347891         19347909
    81      24         19347919         19347937
    81      52         19347919         19347937
    81      80         19347919         19347937
    81       9         19347947         19347965
    81      37         19347947         19347965
    81      65         19347947         19347965
    81      22         19347976         19347994
    81      50         19347976         19347994
    81      78         19347976         19347994
    81       7         19348004         19348022
    81      35         19348004         19348022
    81      63         19348004         19348022
    81      20         19348032         19348050
    81      48         19348032         19348050
    81      76         19348032         19348050
    81       5         19348061         19348078
    81      33         19348061         19348078
    81      61         19348061         19348078
    81      18         19348089         19348107
    81      46         19348089         19348107
    81      74         19348089         19348107
    81       3         19348117         19348135
    81      31         19348117         19348135
    81      59         19348117         19348135
    81      16         19348145         19348163
    81      44         19348145         19348163
    81      72         19348145         19348163
    81       1         19348174         19348192
    81      29         19348174         19348192
    81      57         19348174         19348192
    81      14         19348202         19348220
    81      42         19348202         19348220
    81      70         19348202         19348220
    81      27         19348230         19348248
    81      55         19348230         19348248
    81      83         19348230         19348248
    81      12         19348258         19348276
    81      40         19348258         19348276
    81      68         19348258         19348276
    81      25         19348287         19348305
    81      53         19348287         19348305
    81      81         19348287         19348305
    81      10         19348315         19348333
    81      38         19348315         19348333
    81      66         19348315         19348333
    81      23         19348343         19348361
    81      51         19348343         19348361
    81      79         19348343         19348361
    81       8         19348372         19348390
    81      36         19348372         19348390
    81      64         19348372         19348390
    81      21         19348400         19348418
    81      49         19348400         19348418
    81      77         19348400         19348418
    81       6         19348428         19348446
    81      34         19348428         19348446
    81      62         19348428         19348446
    81      19         19348456         19348474
    81      47         19348456         19348474
    81      75         19348456         19348474
    81       4         19348485         19348503
    81      32         19348485         19348503
    81      60         19348485         19348503
    81      17         19348513         19348531
    81      45         19348513         19348531
    81      73         19348513         19348531
    81       2         19348541         19348559
    81      30         19348541         19348559
    81      58         19348541         19348559
    81      15         19348570         19348588
    81      43         19348570         19348588
    81      71         19348570         19348588
    82       0         19348606         19348624
    82      28         19348606         19348624
    82      56         19348606         19348624
    82      13         19348634         19348652
    82      41         19348634         19348652
    82      69         19348634         19348652
    82      26         19348663         19348680
    82      54         19348663         19348680
    82      82         19348663         19348680
    82      11         19348691         19348709
    82      39         19348691         19348709
    82      67         19348691         19348709
    82      24         19348719         19348737
    82      52         19348719         19348737
    82      80         19348719         19348737
    82       9         19348747         19348765
    82      37         19348747         19348765
    82      65         19348747         19348765
    82      22         19348776         19348794
    82      50         19348776         19348794
    82      78         19348776         19348794
    82       7         19348804         19348822
    82      35         19348804         19348822
    82      63         19348804         19348822
    82      20         19348832         19348850
    82      48         19348832         19348850
    82      76         19348832         19348850
    82       5         19348861         19348878
    82      33         19348861         19348878
    82      61         19348861         19348878
    82      18         19348889         19348907
    82      46         19348889         19348907
    82      74         19348889         19348907
    82       3         19348917         19348935
    82      31         19348917         19348935
    82      59         19348917         19348935
    82      16         19348945         19348963
    82      44         19348945         19348963
    82      72         19348945         19348963
    82       1         19348974         19348992
    82      29         19348974         19348992
    82      57         19348974         19348992
    82      14         19349002         19349020
    82      42         19349002         19349020
    82      70         19349002         19349020
    82      27         19349030         19349048
    82      55         19349030         19349048
    82      83         19349030         19349048
    82      12         19349058         19349076
    82      40         19349058         19349076
    82      68         19349058         19349076
    82      25         19349087         19349105
    82      53         19349087         19349105
    82      81         19349087         19349105
    82      10         19349115         19349133
    82      38         19349115         19349133
    82      66         19349115         19349133
    82      23         19349143         19349161
    82      51         19349143         19349161
    82      79         19349143         19349161
    82       8         19349172         19349190
    82      36         19349172         19349190
    82      64         19349172         19349190
    82      21         19349200         19349218
    82      49         19349200         19349218
    82      77         19349200         19349218
    82       6         19349228         19349246
    82      34         19349228         19349246
    82      62         19349228         19349246
    82      19         19349256         19349274
    82      47         19349256         19349274
    82      75         19349256         19349274
    82       4         19349285         19349303
    82      32         19349285         19349303
    82      60         19349285         19349303
    82      17         19349313         19349331
    82      45         19349313         19349331
    82      73         19349313         19349331
    82       2         19349341         19349359
    82      30         19349341         19349359
    82      58         19349341         19349359
    82      15         19349370         19349388
    82      43         19349370         19349388
    82      71         19349370         19349388
    83       0         19349406         19349424
    83      28         19349406         19349424
    83      56         19349406         19349424
    83      13         19349434         19349452
    83      41         19349434         19349452
    83      69         19349434         19349452
    83      26         19349463         19349480
    83      54         19349463         19349480
    83      82         19349463         19349480
    83      11         19349491         19349509
    83      39         19349491         19349509
    83      67         19349491         19349509
    83      24         19349519         19349537
    83      52         19349519         19349537
    83      80         19349519         19349537
    83       9         19349547         19349565
    83      37         19349547         19349565
    83      65         19349547         19349565
    83      22         19349576         19349594
    83      50         19349576         19349594
    83      78         19349576         19349594
    83       7         19349604         19349622
    83      35         19349604         19349622
    83      63         19349604         19349622
    83      20         19349632         19349650
    83      48         19349632         19349650
    83      76         19349632         19349650
    83       5         19349661         19349678
    83      33         19349661         19349678
    83      61         19349661         19349678
    83      18         19349689         19349707
    83      46         19349689         19349707
    83      74         19349689         19349707
    83       3         19349717         19349735
    83      31         19349717         19349735
    83      59         19349717         19349735
    83      16         19349745         19349763
    83      44         19349745         19349763
    83      72         19349745         19349763
    83       1         19349774         19349792
    83      29         19349774         19349792
    83      57         19349774         19349792
    83      14         19349802         19349820
    83      42         19349802         19349820
    83      70         19349802         19349820
    83      27         19349830         19349848
    83      55         19349830         19349848
    83      83         19349830         19349848
    83      12         19349858         19349876
    83      40         19349858         19349876
    83      68         19349858         19349876
    83      25         19349887         19349905
    83      53         19349887         19349905
    83      81         19349887         19349905
    83      10         19349915         19349933
    83      38         19349915         19349933
    83      66         19349915         19349933
    83      23         19349943         19349961
    83      51         19349943         19349961
    83      79         19349943         19349961
    83       8         19349972         19349990
    83      36         19349972         19349990
    83      64         19349972         19349990
    83      21         19350000         19350018
    83      49         19350000         19350018
    83      77         19350000         19350018
    83       6         19350028         19350046
    83      34         19350028         19350046
    83      62         19350028         19350046
    83      19         19350056         19350074
    83      47         19350056         19350074
    83      75         19350056         19350074
    83       4         19350085         19350103
    83      32         19350085         19350103
    83      60         19350085         19350103
    83      17         19350113         19350131
    83      45         19350113         19350131
    83      73         19350113         19350131
    83       2         19350141         19350159
    83      30         19350141         19350159
    83      58         19350141         19350159
    83      15         19350170         19350188
    83      43         19350170         19350188
    83      71         19350170         19350188
    84       0         19350206         19350224
    84      28         19350206         19350224
    84      56         19350206         19350224
    84      13         19350234         19350252
    84      41         19350234         19350252
    84      69         19350234         19350252
    84      26         19350263         19350280
    84      54         19350263         19350280
    84      82         19350263         19350280
    84      11         19350291         19350309
    84      39         19350291         19350309
    84      67         19350291         19350309
    84      24         19350319         19350337
    84      52         19350319         19350337
    84      80         19350319         19350337
    84       9         19350347         19350365
    84      37         19350347         19350365
    84      65         19350347         19350365
    84      22         19350376         19350394
    84      50         19350376         19350394
    84      78         19350376         19350394
    84       7         19350404         19350422
    84      35         19350404         19350422
    84      63         19350404         19350422
    84      20         19350432         19350450
    84      48         19350432         19350450
    84      76         19350432         19350450
    84       5         19350461         19350478
    84      33         19350461         19350478
    84      61         19350461         19350478
    84      18         19350489         19350507
    84      46         19350489         19350507
    84      74         19350489         19350507
    84       3         19350517         19350535
    84      31         19350517         19350535
    84      59         19350517         19350535
    84      16         19350545         19350563
    84      44         19350545         19350563
    84      72         19350545         19350563
    84       1         19350574         19350592
    84      29         19350574         19350592
    84      57         19350574         19350592
    84      14         19350602         19350620
    84      42         19350602         19350620
    84      70         19350602         19350620
    84      27         19350630         19350648
    84      55         19350630         19350648
    84      83         19350630         19350648
    84      12         19350658         19350676
    84      40         19350658         19350676
    84      68         19350658         19350676
    84      25         19350687         19350705
    84      53         19350687         19350705
    84      81         19350687         19350705
    84      10         19350715         19350733
    84      38         19350715         19350733
    84      66         19350715         19350733
    84      23         19350743         19350761
    84      51         19350743         19350761
    84      79         19350743         19350761
    84       8         19350772         19350790
    84      36         19350772         19350790
    84      64         19350772         19350790
    84      21         19350800         19350818
    84      49         19350800         19350818
    84      77         19350800         19350818
    84       6         19350828         19350846
    84      34         19350828         19350846
    84      62         19350828         19350846
    84      19         19350856         19350874
    84      47         19350856         19350874
    84      75         19350856         19350874
    84       4         19350885         19350903
    84      32         19350885         19350903
    84      60         19350885         19350903
    84      17         19350913         19350931
    84      45         19350913         19350931
    84      73         19350913         19350931
    84       2         19350941         19350959
    84      30         19350941         19350959
    84      58         19350941         19350959
    84      15         19350970         19350988
    84      43         19350970         19350988
    84      71         19350970         19350988
    85       0         19351006         19351024
    85      28         19351006         19351024
    85      56         19351006         19351024
    85      13         19351034         19351052
    85      41         19351034         19351052
    85      69         19351034         19351052
    85      26         19351063         19351080
    85      54         19351063         19351080
    85      82         19351063         19351080
    85      11         19351091         19351109
    85      39         19351091         19351109
    85      67         19351091         19351109
    85      24         19351119         19351137
    85      52         19351119         19351137
    85      80         19351119         19351137
    85       9         19351147         19351165
    85      37         19351147         19351165
    85      65         19351147         19351165
    85      22         19351176         19351194
    85      50         19351176         19351194
    85      78         19351176         19351194
    85       7         19351204         19351222
    85      35         19351204         19351222
    85      63         19351204         19351222
    85      20         19351232         19351250
    85      48         19351232         19351250
    85      76         19351232         19351250
    85       5         19351261         19351278
    85      33         19351261         19351278
    85      61         19351261         19351278
    85      18         19351289         19351307
    85      46         19351289         19351307
    85      74         19351289         19351307
    85       3         19351317         19351335
    85      31         19351317         19351335
    85      59         19351317         19351335
    85      16         19351345         19351363
    85      44         19351345         19351363
    85      72         19351345         19351363
    85       1         19351374         19351392
    85      29         19351374         19351392
    85      57         19351374         19351392
    85      14         19351402         19351420
    85      42         19351402         19351420
    85      70         19351402         19351420
    85      27         19351430         19351448
    85      55         19351430         19351448
    85      83         19351430         19351448
    85      12         19351458         19351476
    85      40         19351458         19351476
    85      68         19351458         19351476
    85      25         19351487         19351505
    85      53         19351487         19351505
    85      81         19351487         19351505
    85      10         19351515         19351533
    85      38         19351515         19351533
    85      66         19351515         19351533
    85      23         19351543         19351561
    85      51         19351543         19351561
    85      79         19351543         19351561
    85       8         19351572         19351590
    85      36         19351572         19351590
    85      64         19351572         19351590
    85      21         19351600         19351618
    85      49         19351600         19351618
    85      77         19351600         19351618
    85       6         19351628         19351646
    85      34         19351628         19351646
    85      62         19351628         19351646
    85      19         19351656         19351674
    85      47         19351656         19351674
    85      75         19351656         19351674
    85       4         19351685         19351703
    85      32         19351685         19351703
    85      60         19351685         19351703
    85      17         19351713         19351731
    85      45         19351713         19351731
    85      73         19351713         19351731
    85       2         19351741         19351759
    85      30         19351741         19351759
    85      58         19351741         19351759
    85      15         19351770         19351788
    85      43         19351770         19351788
    85      71         19351770         19351788
    86       0         19351806         19351824
    86      28         19351806         19351824
    86      56         19351806         19351824
    86      13         19351834         19351852
    86      41         19351834         19351852
    86      69         19351834         19351852
    86      26         19351863         19351880
    86      54         19351863         19351880
    86      82         19351863         19351880
    86      11         19351891         19351909
    86      39         19351891         19351909
    86      67         19351891         19351909
    86      24         19351919         19351937
    86      52         19351919         19351937
    86      80         19351919         19351937
    86       9         19351947         19351965
    86      37         19351947         19351965
    86      65         19351947         19351965
    86      22         19351976         19351994
    86      50         19351976         19351994
    86      78         19351976         19351994
    86       7         19352004         19352022
    86      35         19352004         19352022
    86      63         19352004         19352022
    86      20         19352032         19352050
    86      48         19352032         19352050
    86      76         19352032         19352050
    86       5         19352061         19352078
    86      33         19352061         19352078
    86      61         19352061         19352078
    86      18         19352089         19352107
    86      46         19352089         19352107
    86      74         19352089         19352107
    86       3         19352117         19352135
    86      31         19352117         19352135
    86      59         19352117         19352135
    86      16         19352145         19352163
    86      44         19352145         19352163
    86      72         19352145         19352163
    86       1         19352174         19352192
    86      29         19352174         19352192
    86      57         19352174         19352192
    86      14         19352202         19352220
    86      42         19352202         19352220
    86      70         19352202         19352220
    86      27         19352230         19352248
    86      55         19352230         19352248
    86      83         19352230         19352248
    86      12         19352258         19352276
    86      40         19352258         19352276
    86      68         19352258         19352276
    86      25         19352287         19352305
    86      53         19352287         19352305
    86      81         19352287         19352305
    86      10         19352315         19352333
    86      38         19352315         19352333
    86      66         19352315         19352333
    86      23         19352343         19352361
    86      51         19352343         19352361
    86      79         19352343         19352361
    86       8         19352372         19352390
    86      36         19352372         19352390
    86      64         19352372         19352390
    86      21         19352400         19352418
    86      49         19352400         19352418
    86      77         19352400         19352418
    86       6         19352428         19352446
    86      34         19352428         19352446
    86      62         19352428         19352446
    86      19         19352456         19352474
    86      47         19352456         19352474
    86      75         19352456         19352474
    86       4         19352485         19352503
    86      32         19352485         19352503
    86      60         19352485         19352503
    86      17         19352513         19352531
    86      45         19352513         19352531
    86      73         19352513         19352531
    86       2         19352541         19352559
    86      30         19352541         19352559
    86      58         19352541         19352559
    86      15         19352570         19352588
    86      43         19352570         19352588
    86      71         19352570         19352588
    87       0         19352606         19352624
    87      28         19352606         19352624
    87      56         19352606         19352624
    87      13         19352634         19352652
    87      41         19352634         19352652
    87      69         19352634         19352652
    87      26         19352663         19352680
    87      54         19352663         19352680
    87      82         19352663         19352680
    87      11         19352691         19352709
    87      39         19352691         19352709
    87      67         19352691         19352709
    87      24         19352719         19352737
    87      52         19352719         19352737
    87      80         19352719         19352737
    87       9         19352747         19352765
    87      37         19352747         19352765
    87      65         19352747         19352765
    87      22         19352776         19352794
    87      50         19352776         19352794
    87      78         19352776         19352794
    87       7         19352804         19352822
    87      35         19352804         19352822
    87      63         19352804         19352822
    87      20         19352832         19352850
    87      48         19352832         19352850
    87      76         19352832         19352850
    87       5         19352861         19352878
    87      33         19352861         19352878
    87      61         19352861         19352878
    87      18         19352889         19352907
    87      46         19352889         19352907
    87      74         19352889         19352907
    87       3         19352917         19352935
    87      31         19352917         19352935
    87      59         19352917         19352935
    87      16         19352945         19352963
    87      44         19352945         19352963
    87      72         19352945         19352963
    87       1         19352974         19352992
    87      29         19352974         19352992
    87      57         19352974         19352992
    87      14         19353002         19353020
    87      42         19353002         19353020
    87      70         19353002         19353020
    87      27         19353030         19353048
    87      55         19353030         19353048
    87      83         19353030         19353048
    87      12         19353058         19353076
    87      40         19353058         19353076
    87      68         19353058         19353076
    87      25         19353087         19353105
    87      53         19353087         19353105
    87      81         19353087         19353105
    87      10         19353115         19353133
    87      38         19353115         19353133
    87      66         19353115         19353133
    87      23         19353143         19353161
    87      51         19353143         19353161
    87      79         19353143         19353161
    87       8         19353172         19353190
    87      36         19353172         19353190
    87      64         19353172         19353190
    87      21         19353200         19353218
    87      49         19353200         19353218
    87      77         19353200         19353218
    87       6         19353228         19353246
    87      34         19353228         19353246
    87      62         19353228         19353246
    87      19         19353256         19353274
    87      47         19353256         19353274
    87      75         19353256         19353274
    87       4         19353285         19353303
    87      32         19353285         19353303
    87      60         19353285         19353303
    87      17         19353313         19353331
    87      45         19353313         19353331
    87      73         19353313         19353331
    87       2         19353341         19353359
    87      30         19353341         19353359
    87      58         19353341         19353359
    87      15         19353370         19353388
    87      43         19353370         19353388
    87      71         19353370         19353388
    88       0         19353406         19353424
    88      28         19353406         19353424
    88      56         19353406         19353424
    88      13         19353434         19353452
    88      41         19353434         19353452
    88      69         19353434         19353452
    88      26         19353463         19353480
    88      54         19353463         19353480
    88      82         19353463         19353480
    88      11         19353491         19353509
    88      39         19353491         19353509
    88      67         19353491         19353509
    88      24         19353519         19353537
    88      52         19353519         19353537
    88      80         19353519         19353537
    88       9         19353547         19353565
    88      37         19353547         19353565
    88      65         19353547         19353565
    88      22         19353576         19353594
    88      50         19353576         19353594
    88      78         19353576         19353594
    88       7         19353604         19353622
    88      35         19353604         19353622
    88      63         19353604         19353622
    88      20         19353632         19353650
    88      48         19353632         19353650
    88      76         19353632         19353650
    88       5         19353661         19353678
    88      33         19353661         19353678
    88      61         19353661         19353678
    88      18         19353689         19353707
    88      46         19353689         19353707
    88      74         19353689         19353707
    88       3         19353717         19353735
    88      31         19353717         19353735
    88      59         19353717         19353735
    88      16         19353745         19353763
    88      44         19353745         19353763
    88      72         19353745         19353763
    88       1         19353774         19353792
    88      29         19353774         19353792
    88      57         19353774         19353792
    88      14         19353802         19353820
    88      42         19353802         19353820
    88      70         19353802         19353820
    88      27         19353830         19353848
    88      55         19353830         19353848
    88      83         19353830         19353848
    88      12         19353858         19353876
    88      40         19353858         19353876
    88      68         19353858         19353876
    88      25         19353887         19353905
    88      53         19353887         19353905
    88      81         19353887         19353905
    88      10         19353915         19353933
    88      38         19353915         19353933
    88      66         19353915         19353933
    88      23         19353943         19353961
    88      51         19353943         19353961
    88      79         19353943         19353961
    88       8         19353972         19353990
    88      36         19353972         19353990
    88      64         19353972         19353990
    88      21         19354000         19354018
    88      49         19354000         19354018
    88      77         19354000         19354018
    88       6         19354028         19354046
    88      34         19354028         19354046
    88      62         19354028         19354046
    88      19         19354056         19354074
    88      47         19354056         19354074
    88      75         19354056         19354074
    88       4         19354085         19354103
    88      32         19354085         19354103
    88      60         19354085         19354103
    88      17         19354113         19354131
    88      45         19354113         19354131
    88      73         19354113         19354131
    88       2         19354141         19354159
    88      30         19354141         19354159
    88      58         19354141         19354159
    88      15         19354170         19354188
    88      43         19354170         19354188
    88      71         19354170         19354188
    89       0         19354206         19354224
    89      28         19354206         19354224
    89      56         19354206         19354224
    89      13         19354234         19354252
    89      41         19354234         19354252
    89      69         19354234         19354252
    89      26         19354263         19354280
    89      54         19354263         19354280
    89      82         19354263         19354280
    89      11         19354291         19354309
    89      39         19354291         19354309
    89      67         19354291         19354309
    89      24         19354319         19354337
    89      52         19354319         19354337
    89      80         19354319         19354337
    89       9         19354347         19354365
    89      37         19354347         19354365
    89      65         19354347         19354365
    89      22         19354376         19354394
    89      50         19354376         19354394
    89      78         19354376         19354394
    89       7         19354404         19354422
    89      35         19354404         19354422
    89      63         19354404         19354422
    89      20         19354432         19354450
    89      48         19354432         19354450
    89      76         19354432         19354450
    89       5         19354461         19354478
    89      33         19354461         19354478
    89      61         19354461         19354478
    89      18         19354489         19354507
    89      46         19354489         19354507
    89      74         19354489         19354507
    89       3         19354517         19354535
    89      31         19354517         19354535
    89      59         19354517         19354535
    89      16         19354545         19354563
    89      44         19354545         19354563
    89      72         19354545         19354563
    89       1         19354574         19354592
    89      29         19354574         19354592
    89      57         19354574         19354592
    89      14         19354602         19354620
    89      42         19354602         19354620
    89      70         19354602         19354620
    89      27         19354630         19354648
    89      55         19354630         19354648
    89      83         19354630         19354648
    89      12         19354658         19354676
    89      40         19354658         19354676
    89      68         19354658         19354676
    89      25         19354687         19354705
    89      53         19354687         19354705
    89      81         19354687         19354705
    89      10         19354715         19354733
    89      38         19354715         19354733
    89      66         19354715         19354733
    89      23         19354743         19354761
    89      51         19354743         19354761
    89      79         19354743         19354761
    89       8         19354772         19354790
    89      36         19354772         19354790
    89      64         19354772         19354790
    89      21         19354800         19354818
    89      49         19354800         19354818
    89      77         19354800         19354818
    89       6         19354828         19354846
    89      34         19354828         19354846
    89      62         19354828         19354846
    89      19         19354856         19354874
    89      47         19354856         19354874
    89      75         19354856         19354874
    89       4         19354885         19354903
    89      32         19354885         19354903
    89      60         19354885         19354903
    89      17         19354913         19354931
    89      45         19354913         19354931
    89      73         19354913         19354931
    89       2         19354941         19354959
    89      30         19354941         19354959
    89      58         19354941         19354959
    89      15         19354970         19354988
    89      43         19354970         19354988
    89      71         19354970         19354988
    90       0         19355006         19355024
    90      28         19355006         19355024
    90      56         19355006         19355024
    90      13         19355034         19355052
    90      41         19355034         19355052
    90      69         19355034         19355052
    90      26         19355063         19355080
    90      54         19355063         19355080
    90      82         19355063         19355080
    90      11         19355091         19355109
    90      39         19355091         19355109
    90      67         19355091         19355109
    90      24         19355119         19355137
    90      52         19355119         19355137
    90      80         19355119         19355137
    90       9         19355147         19355165
    90      37         19355147         19355165
    90      65         19355147         19355165
    90      22         19355176         19355194
    90      50         19355176         19355194
    90      78         19355176         19355194
    90       7         19355204         19355222
    90      35         19355204         19355222
    90      63         19355204         19355222
    90      20         19355232         19355250
    90      48         19355232         19355250
    90      76         19355232         19355250
    90       5         19355261         19355278
    90      33         19355261         19355278
    90      61         19355261         19355278
    90      18         19355289         19355307
    90      46         19355289         19355307
    90      74         19355289         19355307
    90       3         19355317         19355335
    90      31         19355317         19355335
    90      59         19355317         19355335
    90      16         19355345         19355363
    90      44         19355345         19355363
    90      72         19355345         19355363
    90       1         19355374         19355392
    90      29         19355374         19355392
    90      57         19355374         19355392
    90      14         19355402         19355420
    90      42         19355402         19355420
    90      70         19355402         19355420
    90      27         19355430         19355448
    90      55         19355430         19355448
    90      83         19355430         19355448
    90      12         19355458         19355476
    90      40         19355458         19355476
    90      68         19355458         19355476
    90      25         19355487         19355505
    90      53         19355487         19355505
    90      81         19355487         19355505
    90      10         19355515         19355533
