UUID        = 8b82175c-564a-4453-b418-f83f8606d51d
ScanDate    = 20170825_132254
LogVersion  = EJA_1
LogDataType = ACQUISITION_INFO
NumSlices   = 84
NumVolumes  = 195

VOLUME   SLICE   ACQ_START_TICS  ACQ_FINISH_TICS
    55       5         19327261         19327278
    55      33         19327261         19327278
    55      61         19327261         19327278
    55      18         19327289         19327307
    55      46         19327289         19327307
    55      74         19327289         19327307
    55       3         19327317         19327335
    55      31         19327317         19327335
    55      59         19327317         19327335
    55      16         19327345         19327363
    55      44         19327345         19327363
    55      72         19327345         19327363
    55       1         19327374         19327392
    55      29         19327374         19327392
    55      57         19327374         19327392
    55      14         19327402         19327420
    55      42         19327402         19327420
    55      70         19327402         19327420
    55      27         19327430         19327448
    55      55         19327430         19327448
    55      83         19327430         19327448
    55      12         19327458         19327476
    55      40         19327458         19327476
    55      68         19327458         19327476
    55      25         19327487         19327505
    55      53         19327487         19327505
    55      81         19327487         19327505
    55      10         19327515         19327533
    55      38         19327515         19327533
    55      66         19327515         19327533
    55      23         19327543         19327561
    55      51         19327543         19327561
    55      79         19327543         19327561
    55       8         19327572         19327590
    55      36         19327572         19327590
    55      64         19327572         19327590
    55      21         19327600         19327618
    55      49         19327600         19327618
    55      77         19327600         19327618
    55       6         19327628         19327646
    55      34         19327628         19327646
    55      62         19327628         19327646
    55      19         19327656         19327674
    55      47         19327656         19327674
    55      75         19327656         19327674
    55       4         19327685         19327703
    55      32         19327685         19327703
    55      60         19327685         19327703
    55      17         19327713         19327731
    55      45         19327713         19327731
    55      73         19327713         19327731
    55       2         19327741         19327759
    55      30         19327741         19327759
    55      58         19327741         19327759
    55      15         19327770         19327788
    55      43         19327770         19327788
    55      71         19327770         19327788
    56       0         19327806         19327824
    56      28         19327806         19327824
    56      56         19327806         19327824
    56      13         19327834         19327852
    56      41         19327834         19327852
    56      69         19327834         19327852
    56      26         19327863         19327880
    56      54         19327863         19327880
    56      82         19327863         19327880
    56      11         19327891         19327909
    56      39         19327891         19327909
    56      67         19327891         19327909
    56      24         19327919         19327937
    56      52         19327919         19327937
    56      80         19327919         19327937
    56       9         19327947         19327965
    56      37         19327947         19327965
    56      65         19327947         19327965
    56      22         19327976         19327994
    56      50         19327976         19327994
    56      78         19327976         19327994
    56       7         19328004         19328022
    56      35         19328004         19328022
    56      63         19328004         19328022
    56      20         19328032         19328050
    56      48         19328032         19328050
    56      76         19328032         19328050
    56       5         19328061         19328078
    56      33         19328061         19328078
    56      61         19328061         19328078
    56      18         19328089         19328107
    56      46         19328089         19328107
    56      74         19328089         19328107
    56       3         19328117         19328135
    56      31         19328117         19328135
    56      59         19328117         19328135
    56      16         19328145         19328163
    56      44         19328145         19328163
    56      72         19328145         19328163
    56       1         19328174         19328192
    56      29         19328174         19328192
    56      57         19328174         19328192
    56      14         19328202         19328220
    56      42         19328202         19328220
    56      70         19328202         19328220
    56      27         19328230         19328248
    56      55         19328230         19328248
    56      83         19328230         19328248
    56      12         19328258         19328276
    56      40         19328258         19328276
    56      68         19328258         19328276
    56      25         19328287         19328305
    56      53         19328287         19328305
    56      81         19328287         19328305
    56      10         19328315         19328333
    56      38         19328315         19328333
    56      66         19328315         19328333
    56      23         19328343         19328361
    56      51         19328343         19328361
    56      79         19328343         19328361
    56       8         19328372         19328390
    56      36         19328372         19328390
    56      64         19328372         19328390
    56      21         19328400         19328418
    56      49         19328400         19328418
    56      77         19328400         19328418
    56       6         19328428         19328446
    56      34         19328428         19328446
    56      62         19328428         19328446
    56      19         19328456         19328474
    56      47         19328456         19328474
    56      75         19328456         19328474
    56       4         19328485         19328503
    56      32         19328485         19328503
    56      60         19328485         19328503
    56      17         19328513         19328531
    56      45         19328513         19328531
    56      73         19328513         19328531
    56       2         19328541         19328559
    56      30         19328541         19328559
    56      58         19328541         19328559
    56      15         19328570         19328588
    56      43         19328570         19328588
    56      71         19328570         19328588
    57       0         19328606         19328624
    57      28         19328606         19328624
    57      56         19328606         19328624
    57      13         19328634         19328652
    57      41         19328634         19328652
    57      69         19328634         19328652
    57      26         19328663         19328680
    57      54         19328663         19328680
    57      82         19328663         19328680
    57      11         19328691         19328709
    57      39         19328691         19328709
    57      67         19328691         19328709
    57      24         19328719         19328737
    57      52         19328719         19328737
    57      80         19328719         19328737
    57       9         19328747         19328765
    57      37         19328747         19328765
    57      65         19328747         19328765
    57      22         19328776         19328794
    57      50         19328776         19328794
    57      78         19328776         19328794
    57       7         19328804         19328822
    57      35         19328804         19328822
    57      63         19328804         19328822
    57      20         19328832         19328850
    57      48         19328832         19328850
    57      76         19328832         19328850
    57       5         19328861         19328878
    57      33         19328861         19328878
    57      61         19328861         19328878
    57      18         19328889         19328907
    57      46         19328889         19328907
    57      74         19328889         19328907
    57       3         19328917         19328935
    57      31         19328917         19328935
    57      59         19328917         19328935
    57      16         19328945         19328963
    57      44         19328945         19328963
    57      72         19328945         19328963
    57       1         19328974         19328992
    57      29         19328974         19328992
    57      57         19328974         19328992
    57      14         19329002         19329020
    57      42         19329002         19329020
    57      70         19329002         19329020
    57      27         19329030         19329048
    57      55         19329030         19329048
    57      83         19329030         19329048
    57      12         19329058         19329076
    57      40         19329058         19329076
    57      68         19329058         19329076
    57      25         19329087         19329105
    57      53         19329087         19329105
    57      81         19329087         19329105
    57      10         19329115         19329133
    57      38         19329115         19329133
    57      66         19329115         19329133
    57      23         19329143         19329161
    57      51         19329143         19329161
    57      79         19329143         19329161
    57       8         19329172         19329190
    57      36         19329172         19329190
    57      64         19329172         19329190
    57      21         19329200         19329218
    57      49         19329200         19329218
    57      77         19329200         19329218
    57       6         19329228         19329246
    57      34         19329228         19329246
    57      62         19329228         19329246
    57      19         19329256         19329274
    57      47         19329256         19329274
    57      75         19329256         19329274
    57       4         19329285         19329303
    57      32         19329285         19329303
    57      60         19329285         19329303
    57      17         19329313         19329331
    57      45         19329313         19329331
    57      73         19329313         19329331
    57       2         19329341         19329359
    57      30         19329341         19329359
    57      58         19329341         19329359
    57      15         19329370         19329388
    57      43         19329370         19329388
    57      71         19329370         19329388
    58       0         19329406         19329424
    58      28         19329406         19329424
    58      56         19329406         19329424
    58      13         19329434         19329452
    58      41         19329434         19329452
    58      69         19329434         19329452
    58      26         19329463         19329480
    58      54         19329463         19329480
    58      82         19329463         19329480
    58      11         19329491         19329509
    58      39         19329491         19329509
    58      67         19329491         19329509
    58      24         19329519         19329537
    58      52         19329519         19329537
    58      80         19329519         19329537
    58       9         19329547         19329565
    58      37         19329547         19329565
    58      65         19329547         19329565
    58      22         19329576         19329594
    58      50         19329576         19329594
    58      78         19329576         19329594
    58       7         19329604         19329622
    58      35         19329604         19329622
    58      63         19329604         19329622
    58      20         19329632         19329650
    58      48         19329632         19329650
    58      76         19329632         19329650
    58       5         19329661         19329678
    58      33         19329661         19329678
    58      61         19329661         19329678
    58      18         19329689         19329707
    58      46         19329689         19329707
    58      74         19329689         19329707
    58       3         19329717         19329735
    58      31         19329717         19329735
    58      59         19329717         19329735
    58      16         19329745         19329763
    58      44         19329745         19329763
    58      72         19329745         19329763
    58       1         19329774         19329792
    58      29         19329774         19329792
    58      57         19329774         19329792
    58      14         19329802         19329820
    58      42         19329802         19329820
    58      70         19329802         19329820
    58      27         19329830         19329848
    58      55         19329830         19329848
    58      83         19329830         19329848
    58      12         19329858         19329876
    58      40         19329858         19329876
    58      68         19329858         19329876
    58      25         19329887         19329905
    58      53         19329887         19329905
    58      81         19329887         19329905
    58      10         19329915         19329933
    58      38         19329915         19329933
    58      66         19329915         19329933
    58      23         19329943         19329961
    58      51         19329943         19329961
    58      79         19329943         19329961
    58       8         19329972         19329990
    58      36         19329972         19329990
    58      64         19329972         19329990
    58      21         19330000         19330018
    58      49         19330000         19330018
    58      77         19330000         19330018
    58       6         19330028         19330046
    58      34         19330028         19330046
    58      62         19330028         19330046
    58      19         19330056         19330074
    58      47         19330056         19330074
    58      75         19330056         19330074
    58       4         19330085         19330103
    58      32         19330085         19330103
    58      60         19330085         19330103
    58      17         19330113         19330131
    58      45         19330113         19330131
    58      73         19330113         19330131
    58       2         19330141         19330159
    58      30         19330141         19330159
    58      58         19330141         19330159
    58      15         19330170         19330188
    58      43         19330170         19330188
    58      71         19330170         19330188
    59       0         19330206         19330224
    59      28         19330206         19330224
    59      56         19330206         19330224
    59      13         19330234         19330252
    59      41         19330234         19330252
    59      69         19330234         19330252
    59      26         19330263         19330280
    59      54         19330263         19330280
    59      82         19330263         19330280
    59      11         19330291         19330309
    59      39         19330291         19330309
    59      67         19330291         19330309
    59      24         19330319         19330337
    59      52         19330319         19330337
    59      80         19330319         19330337
    59       9         19330347         19330365
    59      37         19330347         19330365
    59      65         19330347         19330365
    59      22         19330376         19330394
    59      50         19330376         19330394
    59      78         19330376         19330394
    59       7         19330404         19330422
    59      35         19330404         19330422
    59      63         19330404         19330422
    59      20         19330432         19330450
    59      48         19330432         19330450
    59      76         19330432         19330450
    59       5         19330461         19330478
    59      33         19330461         19330478
    59      61         19330461         19330478
    59      18         19330489         19330507
    59      46         19330489         19330507
    59      74         19330489         19330507
    59       3         19330517         19330535
    59      31         19330517         19330535
    59      59         19330517         19330535
    59      16         19330545         19330563
    59      44         19330545         19330563
    59      72         19330545         19330563
    59       1         19330574         19330592
    59      29         19330574         19330592
    59      57         19330574         19330592
    59      14         19330602         19330620
    59      42         19330602         19330620
    59      70         19330602         19330620
    59      27         19330630         19330648
    59      55         19330630         19330648
    59      83         19330630         19330648
    59      12         19330658         19330676
    59      40         19330658         19330676
    59      68         19330658         19330676
    59      25         19330687         19330705
    59      53         19330687         19330705
    59      81         19330687         19330705
    59      10         19330715         19330733
    59      38         19330715         19330733
    59      66         19330715         19330733
    59      23         19330743         19330761
    59      51         19330743         19330761
    59      79         19330743         19330761
    59       8         19330772         19330790
    59      36         19330772         19330790
    59      64         19330772         19330790
    59      21         19330800         19330818
    59      49         19330800         19330818
    59      77         19330800         19330818
    59       6         19330828         19330846
    59      34         19330828         19330846
    59      62         19330828         19330846
    59      19         19330856         19330874
    59      47         19330856         19330874
    59      75         19330856         19330874
    59       4         19330885         19330903
    59      32         19330885         19330903
    59      60         19330885         19330903
    59      17         19330913         19330931
    59      45         19330913         19330931
    59      73         19330913         19330931
    59       2         19330941         19330959
    59      30         19330941         19330959
    59      58         19330941         19330959
    59      15         19330970         19330988
    59      43         19330970         19330988
    59      71         19330970         19330988
    60       0         19331006         19331024
    60      28         19331006         19331024
    60      56         19331006         19331024
    60      13         19331034         19331052
    60      41         19331034         19331052
    60      69         19331034         19331052
    60      26         19331063         19331080
    60      54         19331063         19331080
    60      82         19331063         19331080
    60      11         19331091         19331109
    60      39         19331091         19331109
    60      67         19331091         19331109
    60      24         19331119         19331137
    60      52         19331119         19331137
    60      80         19331119         19331137
    60       9         19331147         19331165
    60      37         19331147         19331165
    60      65         19331147         19331165
    60      22         19331176         19331194
    60      50         19331176         19331194
    60      78         19331176         19331194
    60       7         19331204         19331222
    60      35         19331204         19331222
    60      63         19331204         19331222
    60      20         19331232         19331250
    60      48         19331232         19331250
    60      76         19331232         19331250
    60       5         19331261         19331278
    60      33         19331261         19331278
    60      61         19331261         19331278
    60      18         19331289         19331307
    60      46         19331289         19331307
    60      74         19331289         19331307
    60       3         19331317         19331335
    60      31         19331317         19331335
    60      59         19331317         19331335
    60      16         19331345         19331363
    60      44         19331345         19331363
    60      72         19331345         19331363
    60       1         19331374         19331392
    60      29         19331374         19331392
    60      57         19331374         19331392
    60      14         19331402         19331420
    60      42         19331402         19331420
    60      70         19331402         19331420
    60      27         19331430         19331448
    60      55         19331430         19331448
    60      83         19331430         19331448
    60      12         19331458         19331476
    60      40         19331458         19331476
    60      68         19331458         19331476
    60      25         19331487         19331505
    60      53         19331487         19331505
    60      81         19331487         19331505
    60      10         19331515         19331533
    60      38         19331515         19331533
    60      66         19331515         19331533
    60      23         19331543         19331561
    60      51         19331543         19331561
    60      79         19331543         19331561
    60       8         19331572         19331590
    60      36         19331572         19331590
    60      64         19331572         19331590
    60      21         19331600         19331618
    60      49         19331600         19331618
    60      77         19331600         19331618
    60       6         19331628         19331646
    60      34         19331628         19331646
    60      62         19331628         19331646
    60      19         19331656         19331674
    60      47         19331656         19331674
    60      75         19331656         19331674
    60       4         19331685         19331703
    60      32         19331685         19331703
    60      60         19331685         19331703
    60      17         19331713         19331731
    60      45         19331713         19331731
    60      73         19331713         19331731
    60       2         19331741         19331759
    60      30         19331741         19331759
    60      58         19331741         19331759
    60      15         19331770         19331788
    60      43         19331770         19331788
    60      71         19331770         19331788
    61       0         19331806         19331824
    61      28         19331806         19331824
    61      56         19331806         19331824
    61      13         19331834         19331852
    61      41         19331834         19331852
    61      69         19331834         19331852
    61      26         19331863         19331880
    61      54         19331863         19331880
    61      82         19331863         19331880
    61      11         19331891         19331909
    61      39         19331891         19331909
    61      67         19331891         19331909
    61      24         19331919         19331937
    61      52         19331919         19331937
    61      80         19331919         19331937
    61       9         19331947         19331965
    61      37         19331947         19331965
    61      65         19331947         19331965
    61      22         19331976         19331994
    61      50         19331976         19331994
    61      78         19331976         19331994
    61       7         19332004         19332022
    61      35         19332004         19332022
    61      63         19332004         19332022
    61      20         19332032         19332050
    61      48         19332032         19332050
    61      76         19332032         19332050
    61       5         19332061         19332078
    61      33         19332061         19332078
    61      61         19332061         19332078
    61      18         19332089         19332107
    61      46         19332089         19332107
    61      74         19332089         19332107
    61       3         19332117         19332135
    61      31         19332117         19332135
    61      59         19332117         19332135
    61      16         19332145         19332163
    61      44         19332145         19332163
    61      72         19332145         19332163
    61       1         19332174         19332192
    61      29         19332174         19332192
    61      57         19332174         19332192
    61      14         19332202         19332220
    61      42         19332202         19332220
    61      70         19332202         19332220
    61      27         19332230         19332248
    61      55         19332230         19332248
    61      83         19332230         19332248
    61      12         19332258         19332276
    61      40         19332258         19332276
    61      68         19332258         19332276
    61      25         19332287         19332305
    61      53         19332287         19332305
    61      81         19332287         19332305
    61      10         19332315         19332333
    61      38         19332315         19332333
    61      66         19332315         19332333
    61      23         19332343         19332361
    61      51         19332343         19332361
    61      79         19332343         19332361
    61       8         19332372         19332390
    61      36         19332372         19332390
    61      64         19332372         19332390
    61      21         19332400         19332418
    61      49         19332400         19332418
    61      77         19332400         19332418
    61       6         19332428         19332446
    61      34         19332428         19332446
    61      62         19332428         19332446
    61      19         19332456         19332474
    61      47         19332456         19332474
    61      75         19332456         19332474
    61       4         19332485         19332503
    61      32         19332485         19332503
    61      60         19332485         19332503
    61      17         19332513         19332531
    61      45         19332513         19332531
    61      73         19332513         19332531
    61       2         19332541         19332559
    61      30         19332541         19332559
    61      58         19332541         19332559
    61      15         19332570         19332588
    61      43         19332570         19332588
    61      71         19332570         19332588
    62       0         19332606         19332624
    62      28         19332606         19332624
    62      56         19332606         19332624
    62      13         19332634         19332652
    62      41         19332634         19332652
    62      69         19332634         19332652
    62      26         19332663         19332680
    62      54         19332663         19332680
    62      82         19332663         19332680
    62      11         19332691         19332709
    62      39         19332691         19332709
    62      67         19332691         19332709
    62      24         19332719         19332737
    62      52         19332719         19332737
    62      80         19332719         19332737
    62       9         19332747         19332765
    62      37         19332747         19332765
    62      65         19332747         19332765
    62      22         19332776         19332794
    62      50         19332776         19332794
    62      78         19332776         19332794
    62       7         19332804         19332822
    62      35         19332804         19332822
    62      63         19332804         19332822
    62      20         19332832         19332850
    62      48         19332832         19332850
    62      76         19332832         19332850
    62       5         19332861         19332878
    62      33         19332861         19332878
    62      61         19332861         19332878
    62      18         19332889         19332907
    62      46         19332889         19332907
    62      74         19332889         19332907
    62       3         19332917         19332935
    62      31         19332917         19332935
    62      59         19332917         19332935
    62      16         19332945         19332963
    62      44         19332945         19332963
    62      72         19332945         19332963
    62       1         19332974         19332992
    62      29         19332974         19332992
    62      57         19332974         19332992
    62      14         19333002         19333020
    62      42         19333002         19333020
    62      70         19333002         19333020
    62      27         19333030         19333048
    62      55         19333030         19333048
    62      83         19333030         19333048
    62      12         19333058         19333076
    62      40         19333058         19333076
    62      68         19333058         19333076
    62      25         19333087         19333105
    62      53         19333087         19333105
    62      81         19333087         19333105
    62      10         19333115         19333133
    62      38         19333115         19333133
    62      66         19333115         19333133
    62      23         19333143         19333161
    62      51         19333143         19333161
    62      79         19333143         19333161
    62       8         19333172         19333190
    62      36         19333172         19333190
    62      64         19333172         19333190
    62      21         19333200         19333218
    62      49         19333200         19333218
    62      77         19333200         19333218
    62       6         19333228         19333246
    62      34         19333228         19333246
    62      62         19333228         19333246
    62      19         19333256         19333274
    62      47         19333256         19333274
    62      75         19333256         19333274
    62       4         19333285         19333303
    62      32         19333285         19333303
    62      60         19333285         19333303
    62      17         19333313         19333331
    62      45         19333313         19333331
    62      73         19333313         19333331
    62       2         19333341         19333359
    62      30         19333341         19333359
    62      58         19333341         19333359
    62      15         19333370         19333388
    62      43         19333370         19333388
    62      71         19333370         19333388
    63       0         19333406         19333424
    63      28         19333406         19333424
    63      56         19333406         19333424
    63      13         19333434         19333452
    63      41         19333434         19333452
    63      69         19333434         19333452
    63      26         19333463         19333480
    63      54         19333463         19333480
    63      82         19333463         19333480
    63      11         19333491         19333509
    63      39         19333491         19333509
    63      67         19333491         19333509
    63      24         19333519         19333537
    63      52         19333519         19333537
    63      80         19333519         19333537
    63       9         19333547         19333565
    63      37         19333547         19333565
    63      65         19333547         19333565
    63      22         19333576         19333594
    63      50         19333576         19333594
    63      78         19333576         19333594
    63       7         19333604         19333622
    63      35         19333604         19333622
    63      63         19333604         19333622
    63      20         19333632         19333650
    63      48         19333632         19333650
    63      76         19333632         19333650
    63       5         19333661         19333678
    63      33         19333661         19333678
    63      61         19333661         19333678
    63      18         19333689         19333707
    63      46         19333689         19333707
    63      74         19333689         19333707
    63       3         19333717         19333735
    63      31         19333717         19333735
    63      59         19333717         19333735
    63      16         19333745         19333763
    63      44         19333745         19333763
    63      72         19333745         19333763
    63       1         19333774         19333792
    63      29         19333774         19333792
    63      57         19333774         19333792
    63      14         19333802         19333820
    63      42         19333802         19333820
    63      70         19333802         19333820
    63      27         19333830         19333848
    63      55         19333830         19333848
    63      83         19333830         19333848
    63      12         19333858         19333876
    63      40         19333858         19333876
    63      68         19333858         19333876
    63      25         19333887         19333905
    63      53         19333887         19333905
    63      81         19333887         19333905
    63      10         19333915         19333933
    63      38         19333915         19333933
    63      66         19333915         19333933
    63      23         19333943         19333961
    63      51         19333943         19333961
    63      79         19333943         19333961
    63       8         19333972         19333990
    63      36         19333972         19333990
    63      64         19333972         19333990
    63      21         19334000         19334018
    63      49         19334000         19334018
    63      77         19334000         19334018
    63       6         19334028         19334046
    63      34         19334028         19334046
    63      62         19334028         19334046
    63      19         19334056         19334074
    63      47         19334056         19334074
    63      75         19334056         19334074
    63       4         19334085         19334103
    63      32         19334085         19334103
    63      60         19334085         19334103
    63      17         19334113         19334131
    63      45         19334113         19334131
    63      73         19334113         19334131
    63       2         19334141         19334159
    63      30         19334141         19334159
    63      58         19334141         19334159
    63      15         19334170         19334188
    63      43         19334170         19334188
    63      71         19334170         19334188
    64       0         19334206         19334224
    64      28         19334206         19334224
    64      56         19334206         19334224
    64      13         19334234         19334252
    64      41         19334234         19334252
    64      69         19334234         19334252
    64      26         19334263         19334280
    64      54         19334263         19334280
    64      82         19334263         19334280
    64      11         19334291         19334309
    64      39         19334291         19334309
    64      67         19334291         19334309
    64      24         19334319         19334337
    64      52         19334319         19334337
    64      80         19334319         19334337
    64       9         19334347         19334365
    64      37         19334347         19334365
    64      65         19334347         19334365
    64      22         19334376         19334394
    64      50         19334376         19334394
    64      78         19334376         19334394
    64       7         19334404         19334422
    64      35         19334404         19334422
    64      63         19334404         19334422
    64      20         19334432         19334450
    64      48         19334432         19334450
    64      76         19334432         19334450
    64       5         19334461         19334478
    64      33         19334461         19334478
    64      61         19334461         19334478
    64      18         19334489         19334507
    64      46         19334489         19334507
    64      74         19334489         19334507
    64       3         19334517         19334535
    64      31         19334517         19334535
    64      59         19334517         19334535
    64      16         19334545         19334563
    64      44         19334545         19334563
    64      72         19334545         19334563
    64       1         19334574         19334592
    64      29         19334574         19334592
    64      57         19334574         19334592
    64      14         19334602         19334620
    64      42         19334602         19334620
    64      70         19334602         19334620
    64      27         19334630         19334648
    64      55         19334630         19334648
    64      83         19334630         19334648
    64      12         19334658         19334676
    64      40         19334658         19334676
    64      68         19334658         19334676
    64      25         19334687         19334705
    64      53         19334687         19334705
    64      81         19334687         19334705
    64      10         19334715         19334733
    64      38         19334715         19334733
    64      66         19334715         19334733
    64      23         19334743         19334761
    64      51         19334743         19334761
    64      79         19334743         19334761
    64       8         19334772         19334790
    64      36         19334772         19334790
    64      64         19334772         19334790
    64      21         19334800         19334818
    64      49         19334800         19334818
    64      77         19334800         19334818
    64       6         19334828         19334846
    64      34         19334828         19334846
    64      62         19334828         19334846
    64      19         19334856         19334874
    64      47         19334856         19334874
    64      75         19334856         19334874
    64       4         19334885         19334903
    64      32         19334885         19334903
    64      60         19334885         19334903
    64      17         19334913         19334931
    64      45         19334913         19334931
    64      73         19334913         19334931
    64       2         19334941         19334959
    64      30         19334941         19334959
    64      58         19334941         19334959
    64      15         19334970         19334988
    64      43         19334970         19334988
    64      71         19334970         19334988
    65       0         19335006         19335024
    65      28         19335006         19335024
    65      56         19335006         19335024
    65      13         19335034         19335052
    65      41         19335034         19335052
    65      69         19335034         19335052
    65      26         19335063         19335080
    65      54         19335063         19335080
    65      82         19335063         19335080
    65      11         19335091         19335109
    65      39         19335091         19335109
    65      67         19335091         19335109
    65      24         19335119         19335137
    65      52         19335119         19335137
    65      80         19335119         19335137
    65       9         19335147         19335165
    65      37         19335147         19335165
    65      65         19335147         19335165
    65      22         19335176         19335194
    65      50         19335176         19335194
    65      78         19335176         19335194
    65       7         19335204         19335222
    65      35         19335204         19335222
    65      63         19335204         19335222
    65      20         19335232         19335250
    65      48         19335232         19335250
    65      76         19335232         19335250
    65       5         19335261         19335278
    65      33         19335261         19335278
    65      61         19335261         19335278
    65      18         19335289         19335307
    65      46         19335289         19335307
    65      74         19335289         19335307
    65       3         19335317         19335335
    65      31         19335317         19335335
    65      59         19335317         19335335
    65      16         19335345         19335363
    65      44         19335345         19335363
    65      72         19335345         19335363
    65       1         19335374         19335392
    65      29         19335374         19335392
    65      57         19335374         19335392
    65      14         19335402         19335420
    65      42         19335402         19335420
    65      70         19335402         19335420
    65      27         19335430         19335448
    65      55         19335430         19335448
    65      83         19335430         19335448
    65      12         19335458         19335476
    65      40         19335458         19335476
    65      68         19335458         19335476
    65      25         19335487         19335505
    65      53         19335487         19335505
    65      81         19335487         19335505
    65      10         19335515         19335533
    65      38         19335515         19335533
    65      66         19335515         19335533
    65      23         19335543         19335561
    65      51         19335543         19335561
    65      79         19335543         19335561
    65       8         19335572         19335590
    65      36         19335572         19335590
    65      64         19335572         19335590
    65      21         19335600         19335618
    65      49         19335600         19335618
    65      77         19335600         19335618
    65       6         19335628         19335646
    65      34         19335628         19335646
    65      62         19335628         19335646
    65      19         19335656         19335674
    65      47         19335656         19335674
    65      75         19335656         19335674
    65       4         19335685         19335703
    65      32         19335685         19335703
    65      60         19335685         19335703
    65      17         19335713         19335731
    65      45         19335713         19335731
    65      73         19335713         19335731
    65       2         19335741         19335759
    65      30         19335741         19335759
    65      58         19335741         19335759
    65      15         19335770         19335788
    65      43         19335770         19335788
    65      71         19335770         19335788
    66       0         19335806         19335824
    66      28         19335806         19335824
    66      56         19335806         19335824
    66      13         19335834         19335852
    66      41         19335834         19335852
    66      69         19335834         19335852
    66      26         19335863         19335880
    66      54         19335863         19335880
    66      82         19335863         19335880
    66      11         19335891         19335909
    66      39         19335891         19335909
    66      67         19335891         19335909
    66      24         19335919         19335937
    66      52         19335919         19335937
    66      80         19335919         19335937
    66       9         19335947         19335965
    66      37         19335947         19335965
    66      65         19335947         19335965
    66      22         19335976         19335994
    66      50         19335976         19335994
    66      78         19335976         19335994
    66       7         19336004         19336022
